year,activity_code,activity_text,positive_respondents,respondents_total,positive_share_unweighted,weighted_positive_population,weighted_total_population,positive_share_weighted,weighted_mean_minutes_all_respondents,weighted_mean_minutes_among_positive,automation_score,augmentation_score,ai_exposure_score,post_2023plus,participation_rate_weighted_pp,participation_rate_unweighted_pp,ai_exposure_score_z,ai_exposure_x_post,ai_exposure_z_x_post
2017,020302,Building and repairing furniture,29,10223,0.0028367406827741,230493194.943689,94609556505.88104,0.0024362570067576,0.2724863404118738,111.84630343024266,0.05,0.05,0.05,0.0,0.24362570067576,0.28367406827741004,-0.4785288964455661,0.0,-0.0
2017,020303,Heating and cooling,71,10223,0.0069451237405849,618657198.901096,94609556505.88104,0.0065390561138783,0.2953161746836908,45.161896386990854,0.05,0.05,0.05,0.0,0.65390561138783,0.69451237405849,-0.4785288964455661,0.0,-0.0
2017,020399,"Interior maintenance, repair, & decoration, n.e.c.*",6,10223,0.0005869118654015,58842917.145119995,94609556505.88104,0.0006219553216218,0.0987309729262157,158.74287025754782,0.05,0.05,0.05,0.0,0.06219553216218,0.05869118654015,-0.4785288964455661,0.0,-0.0
2017,020401,Exterior cleaning,205,10223,0.0200528220678861,1857209195.903706,94609556505.88104,0.019630249464157,1.4684423228461847,74.80507700767738,0.05,0.05,0.05,0.0,1.9630249464157,2.00528220678861,-0.4785288964455661,0.0,-0.0
2017,020402,"Exterior repair, improvements, & decoration",123,10223,0.0120316932407316,1047232794.9497192,94609556505.88104,0.0110689959199271,1.9264093147967296,174.0365005762329,0.05,0.05,0.05,0.0,1.10689959199271,1.20316932407316,-0.4785288964455661,0.0,-0.0
2017,020499,"Exterior maintenance, repair & decoration, n.e.c.*",11,10223,0.0010760050865695,82743644.937691,94609556505.88104,0.0008745802009181,0.0993669612746305,113.6167514086332,0.05,0.05,0.05,0.0,0.08745802009181,0.10760050865694999,-0.4785288964455661,0.0,-0.0
2017,020501,"Lawn, garden, and houseplant care",1033,10223,0.1010466594932994,8774157071.33613,94609556505.88104,0.0927407060701179,10.436511289425766,112.53430916878172,0.05,0.05,0.05,0.0,9.27407060701179,10.10466594932994,-0.4785288964455661,0.0,-0.0
2017,020502,"Ponds, pools, and hot tubs",38,10223,0.0037171084808764,384516373.4979051,94609556505.88104,0.0040642445403916,0.2063059617876651,50.76120783022151,0.05,0.05,0.05,0.0,0.40642445403916,0.37171084808764,-0.4785288964455661,0.0,-0.0
2017,020599,"Lawn and garden, n.e.c.*",4,10223,0.0003912745769343,33245355.320299,94609556505.88104,0.0003513953193325,0.0155344833151835,44.20799726270761,0.05,0.05,0.05,0.0,0.03513953193325,0.039127457693430005,-0.4785288964455661,0.0,-0.0
2017,020681,Care for animals and pets (not veterinary care),1683,10223,0.1646287782451335,16644627168.805504,94609556505.88104,0.1759296606339218,7.6547227711448285,43.51013208098512,0.05,0.05,0.05,0.0,17.59296606339218,16.46287782451335,-0.4785288964455661,0.0,-0.0
2017,020699,"Pet and animal care, n.e.c.*",14,10223,0.0013694610192702,126572704.510319,94609556505.88104,0.0013378426998804,0.016266440061534,12.158708989470664,0.05,0.05,0.05,0.0,0.13378426998804,0.13694610192702,-0.4785288964455661,0.0,-0.0
2017,020701,Vehicle repair and maintenance (by self),250,10223,0.0244546610583977,2147797936.3608418,94609556505.88104,0.0227017017697079,2.4111056953995127,106.20814773528468,0.05,0.05,0.05,0.0,2.27017017697079,2.44546610583977,-0.4785288964455661,0.0,-0.0
2017,020799,"Vehicles, n.e.c.*",5,10223,0.0004890932211679,35835464.403369,94609556505.88104,0.0003787721423378,0.015480730899552,40.87082752179476,0.05,0.05,0.05,0.0,0.03787721423378,0.04890932211679,-0.4785288964455661,0.0,-0.0
2017,020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",167,10223,0.0163357135870096,1497827612.1952271,94609556505.88104,0.0158316735382024,0.8895919705656113,56.19064645433665,0.05,0.05,0.05,0.0,1.58316735382024,1.63357135870096,-0.4785288964455661,0.0,-0.0
2017,020899,"Appliances and tools, n.e.c.*",23,10223,0.0022498288173725,237876554.207366,94609556505.88104,0.0025142973182902,0.0172534531995309,6.862137215841892,0.05,0.05,0.05,0.0,0.25142973182902,0.22498288173725,-0.4785288964455661,0.0,-0.0
2017,020901,Financial management,366,10223,0.0358016237894942,3085218164.924017,94609556505.88104,0.0326100055730864,1.5186840948660376,46.57110810552673,0.65,0.75,0.705,0.0,3.2610005573086402,3.58016237894942,3.274522919391786,0.0,0.0
2017,020902,Household & personal organization and planning,1656,10223,0.1619876748508265,14538651771.240467,94609556505.88104,0.1536700129266194,6.1131053871510534,39.78073061053354,0.6,0.65,0.628,0.0,15.36700129266194,16.198767485082648,2.833324461652128,0.0,0.0
2017,020903,HH & personal mail & messages (except e-mail),557,10223,0.0544849848381101,4651372364.276117,94609556505.88104,0.0491638745181833,0.9355012198741034,19.02822405764838,0.6,0.65,0.628,0.0,4.91638745181833,5.448498483811011,2.833324461652128,0.0,0.0
2017,020904,HH & personal e-mail and messages,536,10223,0.0524307933092047,4617016644.364534,94609556505.88104,0.0488007429151994,1.6850371043945074,34.528923203537694,0.6,0.65,0.628,0.0,4.880074291519939,5.24307933092047,2.833324461652128,0.0,0.0
2017,020905,Home security,147,10223,0.0143793407023378,1335549312.952364,94609556505.88104,0.014116431386816,0.1275463368952999,9.035310228222494,0.6,0.65,0.628,0.0,1.4116431386816,1.43793407023378,2.833324461652128,0.0,0.0
2017,020999,"Household management, n.e.c.*",5,10223,0.0004890932211679,19186424.154065,94609556505.88104,0.0002027958365164,0.0063063772700068,31.097173286858144,0.6,0.65,0.628,0.0,0.020279583651640003,0.04890932211679,2.833324461652128,0.0,0.0
2017,029999,"Household activities, n.e.c.*",36,10223,0.0035214711924092,394466678.5331199,94609556505.88104,0.0041694168443607,0.3557019996815104,85.31217025292342,0.05,0.05,0.05,0.0,0.41694168443607,0.35214711924092,-0.4785288964455661,0.0,-0.0
2017,030101,Physical care for hh children,1777,10223,0.173823730803091,13079470867.713743,94609556505.88104,0.1382468256988469,8.585963000021376,62.106040819518,0.05,0.05,0.05,0.0,13.824682569884688,17.3823730803091,-0.4785288964455661,0.0,-0.0
2017,030102,Reading to/with hh children,379,10223,0.0370732661645309,2532839218.568972,94609556505.88104,0.026771494467491,0.8287894356872295,30.95790698922841,0.05,0.05,0.05,0.0,2.6771494467491,3.7073266164530905,-0.4785288964455661,0.0,-0.0
2017,030103,"Playing with hh children, not sports",657,10223,0.0642668492614692,4825594963.361809,94609556505.88104,0.0510053650136479,5.492016785350373,107.67527658866535,0.05,0.05,0.05,0.0,5.10053650136479,6.426684926146919,-0.4785288964455661,0.0,-0.0
2017,030104,Arts and crafts with hh children,20,10223,0.0019563728846718,105135283.698635,94609556505.88104,0.0011112543762119,0.0471190474129118,42.401675459340126,0.05,0.05,0.05,0.0,0.11112543762119001,0.19563728846717998,-0.4785288964455661,0.0,-0.0
2017,030105,Playing sports with hh children,40,10223,0.0039127457693436,284259997.614669,94609556505.88104,0.0030045590330718,0.1278920654394885,42.56600187639884,0.05,0.05,0.05,0.0,0.30045590330718003,0.39127457693435996,-0.4785288964455661,0.0,-0.0
2017,030108,Organization & planning for hh children,116,10223,0.0113469627310965,838699862.533545,94609556505.88104,0.0088648535466013,0.1960994347722355,22.12100106802284,0.05,0.05,0.05,0.0,0.88648535466013,1.13469627310965,-0.4785288964455661,0.0,-0.0
2017,030109,Looking after hh children (as a primary activity),358,10223,0.0350190746356255,2601708363.04451,94609556505.88104,0.0274994245732753,2.030179389178934,73.82624984640272,0.05,0.05,0.05,0.0,2.74994245732753,3.5019074635625502,-0.4785288964455661,0.0,-0.0
2017,030110,Attending hh children's events,178,10223,0.0174117186735791,1184079115.802486,94609556505.88104,0.0125154282456538,1.405829372976226,112.32770827993208,0.05,0.05,0.05,0.0,1.25154282456538,1.7411718673579097,-0.4785288964455661,0.0,-0.0
2017,030111,Waiting for/with hh children,210,10223,0.020541915289054,1908293916.951077,94609556505.88104,0.0201702025400833,0.4797745723486289,23.786304148170807,0.05,0.05,0.05,0.0,2.01702025400833,2.0541915289054002,-0.4785288964455661,0.0,-0.0
2017,030112,Picking up/dropping off hh children,864,10223,0.0845153086178225,7578497248.944174,94609556505.88104,0.0801028725726357,1.0033225400551071,12.525425216746294,0.05,0.05,0.05,0.0,8.010287257263569,8.451530861782249,-0.4785288964455661,0.0,-0.0
2017,030186,Talking with/listening to hh children,326,10223,0.0318888780201506,2612047836.127962,94609556505.88104,0.0276087102888553,1.0267475877801702,37.18926299120283,0.05,0.05,0.05,0.0,2.76087102888553,3.18888780201506,-0.4785288964455661,0.0,-0.0
2017,030199,"Caring for & helping hh children, n.e.c.*",29,10223,0.0028367406827741,165938022.648597,94609556505.88104,0.0017539245376156,0.2156028364193736,122.92594795011811,0.05,0.05,0.05,0.0,0.17539245376156,0.28367406827741004,-0.4785288964455661,0.0,-0.0
2017,030201,Homework (hh children),283,10223,0.0276826763181062,2464252445.2863092,94609556505.88104,0.026046548956533,1.3464349886516207,51.69341208689782,0.65,0.8,0.733,0.0,2.6046548956533,2.76826763181062,3.4349587222062072,0.0,0.0
2017,030202,Meetings and school conferences (hh children),30,10223,0.0029345593270077,232696126.60168505,94609556505.88104,0.0024595414585546,0.1085399190208215,44.13014411418141,0.35,0.8,0.598,0.0,0.24595414585546002,0.29345593270077003,2.6614289586366766,0.0,0.0
2017,030203,Home schooling of hh children,14,10223,0.0013694610192702,143119680.18776,94609556505.88104,0.0015127402080028,0.2876438554076881,190.1475573174915,0.35,0.8,0.598,0.0,0.15127402080028,0.13694610192702,2.6614289586366766,0.0,0.0
2017,030204,Waiting associated with hh children's education,2,10223,0.0001956372884671,19395567.932235003,94609556505.88104,0.0002050064353808,0.0016218421418648,7.911176733802581,0.35,0.8,0.598,0.0,0.02050064353808,0.01956372884671,2.6614289586366766,0.0,0.0
2017,030299,"Activities related to hh child's education, n.e.c.*",10,10223,0.0009781864423359,88833239.984454,94609556505.88104,0.0009389457393654,0.0678023056703544,72.21110105486423,0.35,0.8,0.598,0.0,0.09389457393654001,0.09781864423358999,2.6614289586366766,0.0,0.0
2017,030301,Providing medical care to hh children,53,10223,0.0051843881443803,341216627.159344,94609556505.88104,0.0036065767535664,0.3158314992986214,87.5709906870281,0.05,0.05,0.05,0.0,0.36065767535664,0.51843881443803,-0.4785288964455661,0.0,-0.0
2017,030302,Obtaining medical care for hh children,26,10223,0.0025432847500733,292712405.116992,94609556505.88104,0.0030938989244579,0.32835630599005,106.1302628196151,0.05,0.05,0.05,0.0,0.30938989244578996,0.25432847500733,-0.4785288964455661,0.0,-0.0
2017,030303,Waiting associated with hh children's health,17,10223,0.001662916951971,169405899.75242,94609556505.88104,0.0017905791550971,0.0608058334571846,33.95875199601794,0.05,0.05,0.05,0.0,0.17905791550970998,0.1662916951971,-0.4785288964455661,0.0,-0.0
2017,030399,"Activities related to hh child's health, n.e.c.*",1,10223,9.781864423359092e-05,5915215.582225,94609556505.88104,6.252238992217771e-05,0.0093783584883266,150.0,0.05,0.05,0.05,0.0,0.006252238992217771,0.009781864423359092,-0.4785288964455661,0.0,-0.0
2017,030401,Physical care for hh adults,140,10223,0.0136946101927027,1569580936.068804,94609556505.88104,0.0165900887186934,1.022857624487565,61.65474108254933,0.05,0.05,0.05,0.0,1.6590088718693399,1.36946101927027,-0.4785288964455661,0.0,-0.0
2017,030402,Looking after hh adult (as a primary activity),17,10223,0.001662916951971,188227269.295076,94609556505.88104,0.0019895164531648,0.1228108464333521,61.72899260923008,0.05,0.05,0.05,0.0,0.19895164531648002,0.1662916951971,-0.4785288964455661,0.0,-0.0
2017,030403,Providing medical care to hh adult,50,10223,0.0048909322116795,611497095.6569018,94609556505.88104,0.0064633755641681,0.2459114634619529,38.0469092381452,0.05,0.05,0.05,0.0,0.64633755641681,0.48909322116795,-0.4785288964455661,0.0,-0.0
2017,030404,Obtaining medical and care services for hh adult,17,10223,0.001662916951971,230611423.487444,94609556505.88104,0.0024375066537079,0.279206440038319,114.54591913157964,0.05,0.05,0.05,0.0,0.24375066537079002,0.1662916951971,-0.4785288964455661,0.0,-0.0
2017,030405,Waiting associated with caring for household adults,16,10223,0.0015650983077374,220243260.06566,94609556505.88104,0.0023279176882302,0.1422868671281245,61.12194939173085,0.05,0.05,0.05,0.0,0.23279176882302,0.15650983077374,-0.4785288964455661,0.0,-0.0
2017,030499,"Caring for household adults, n.e.c.*",3,10223,0.0002934559327007,47097129.757148,94609556505.88104,0.0004978052059066,0.0899894314780404,180.77237925654308,0.05,0.05,0.05,0.0,0.049780520590659995,0.02934559327007,-0.4785288964455661,0.0,-0.0
2017,030501,Helping hh adults,16,10223,0.0015650983077374,158390332.688908,94609556505.88104,0.001674147290597,0.0387975722510675,23.174527396111884,0.05,0.05,0.05,0.0,0.1674147290597,0.15650983077374,-0.4785288964455661,0.0,-0.0
2017,030502,Organization & planning for hh adults,24,10223,0.0023476474616061,304623199.114817,94609556505.88104,0.0032197931199041,0.1414851505636347,43.94231097923688,0.05,0.05,0.05,0.0,0.32197931199041,0.23476474616061002,-0.4785288964455661,0.0,-0.0
2017,030503,Picking up/dropping off hh adult,181,10223,0.0177051746062799,2140664534.8522837,94609556505.88104,0.0226263034508487,0.1935124437966842,8.552543468580835,0.05,0.05,0.05,0.0,2.2626303450848697,1.7705174606279899,-0.4785288964455661,0.0,-0.0
2017,030504,Waiting associated with helping hh adults,134,10223,0.0131076983273011,1586446093.1173792,94609556505.88104,0.0167683493265161,0.3619818426044239,21.587207873348326,0.05,0.05,0.05,0.0,1.67683493265161,1.31076983273011,-0.4785288964455661,0.0,-0.0
2017,030599,"Helping household adults, n.e.c.*",6,10223,0.0005869118654015,44527301.172602,94609556505.88104,0.0004706427428378,0.0381481839049211,81.05550225824467,0.05,0.05,0.05,0.0,0.04706427428378,0.05869118654015,-0.4785288964455661,0.0,-0.0
2017,039999,"Caring for & helping hh members, n.e.c.*",0,10223,0.0,0.0,94609556505.88104,0.0,0.0,,0.05,0.05,0.05,0.0,0.0,0.0,-0.4785288964455661,0.0,-0.0
2017,040101,Physical care for nonhh children,88,10223,0.008608040692556,778535610.527642,94609556505.88104,0.0082289320368946,0.3590045515203233,43.62711344688654,0.05,0.05,0.05,0.0,0.82289320368946,0.8608040692555999,-0.4785288964455661,0.0,-0.0
2017,040102,Reading to/with nonhh children,13,10223,0.0012716423750366,111891747.02251402,94609556505.88104,0.0011826685501433,0.0507550477964787,42.91569923824176,0.05,0.05,0.05,0.0,0.11826685501433,0.12716423750366,-0.4785288964455661,0.0,-0.0
2017,040103,"Playing with nonhh children, not sports",110,10223,0.010760050865695,976483131.1948632,94609556505.88104,0.0103211891827667,1.1632314406533282,112.7032379752874,0.05,0.05,0.05,0.0,1.0321189182766701,1.0760050865695001,-0.4785288964455661,0.0,-0.0
2017,040104,Arts and crafts with nonhh children,3,10223,0.0002934559327007,69605474.24935,94609556505.88104,0.000735712932393,0.0387136850548798,52.62063958690344,0.05,0.05,0.05,0.0,0.07357129323929999,0.02934559327007,-0.4785288964455661,0.0,-0.0
2017,040105,Playing sports with nonhh children,2,10223,0.0001956372884671,3246504.481217,94609556505.88104,3.431476270597668e-05,0.0015516933889369,45.219411896637205,0.05,0.05,0.05,0.0,0.003431476270597668,0.01956372884671,-0.4785288964455661,0.0,-0.0
2017,040108,Organization & planning for nonhh children,16,10223,0.0015650983077374,135429051.801545,94609556505.88104,0.0014314521365833,0.0656092384740282,45.83404278582998,0.05,0.05,0.05,0.0,0.14314521365833,0.15650983077374,-0.4785288964455661,0.0,-0.0
2017,040109,Looking after nonhh children (as primary activity),66,10223,0.006456030519417,541093440.448826,94609556505.88104,0.0057192260531861,0.9173989335880024,160.40613276282687,0.05,0.05,0.05,0.0,0.57192260531861,0.6456030519417,-0.4785288964455661,0.0,-0.0
2017,040110,Attending nonhh children's events,22,10223,0.002152010173139,183272279.478937,94609556505.88104,0.0019371434160305,0.1951278477398501,100.72968584829532,0.05,0.05,0.05,0.0,0.19371434160305,0.21520101731389998,-0.4785288964455661,0.0,-0.0
2017,040111,Waiting for/with nonhh children,28,10223,0.0027389220385405,316134510.06622195,94609556505.88104,0.0033414648767175,0.0786144709644048,23.52694816940045,0.05,0.05,0.05,0.0,0.33414648767175,0.27389220385405,-0.4785288964455661,0.0,-0.0
2017,040112,Dropping off/picking up nonhh children,159,10223,0.0155531644331409,1461971863.286223,94609556505.88104,0.0154526869935739,0.1538895486358555,9.958756603291809,0.05,0.05,0.05,0.0,1.54526869935739,1.55531644331409,-0.4785288964455661,0.0,-0.0
2017,040186,Talking with/listening to nonhh children,48,10223,0.0046952949232123,385441742.689798,94609556505.88104,0.0040740254676686,0.2504385373676658,61.472010755734665,0.05,0.05,0.05,0.0,0.40740254676686005,0.46952949232123,-0.4785288964455661,0.0,-0.0
2017,040199,"Caring for and helping nonhh children, n.e.c.*",6,10223,0.0005869118654015,28098397.645405,94609556505.88104,0.0002969932286244,0.0273912338319549,92.22847927821016,0.05,0.05,0.05,0.0,0.02969932286244,0.05869118654015,-0.4785288964455661,0.0,-0.0
2017,040201,Homework (nonhh children),12,10223,0.001173823730803,124426005.829334,94609556505.88104,0.0013151526169726,0.0588668835738744,44.760496093129326,0.05,0.05,0.05,0.0,0.13151526169726,0.1173823730803,-0.4785288964455661,0.0,-0.0
2017,040202,Meetings and school conferences (nonhh children),1,10223,9.781864423359092e-05,1767620.246266,94609556505.88104,1.868331605757102e-05,0.0022419979269085,120.0,0.05,0.05,0.05,0.0,0.0018683316057571018,0.009781864423359092,-0.4785288964455661,0.0,-0.0
2017,040203,Home schooling of nonhh children,1,10223,9.781864423359092e-05,22292431.922561,94609556505.88104,0.0002356255831426,0.03534383747139,150.0,0.05,0.05,0.05,0.0,0.02356255831426,0.009781864423359092,-0.4785288964455661,0.0,-0.0
2017,040204,Waiting associated with nonhh children's education,0,10223,0.0,0.0,94609556505.88104,0.0,0.0,,0.05,0.05,0.05,0.0,0.0,0.0,-0.4785288964455661,0.0,-0.0
2017,040299,"Activities related to nonhh child's educ., n.e.c.*",1,10223,9.781864423359092e-05,9644248.418439,94609556505.88104,0.0001019373599731,0.0178390379952992,175.0,0.05,0.05,0.05,0.0,0.01019373599731,0.009781864423359092,-0.4785288964455661,0.0,-0.0
2017,040301,Providing medical care to nonhh children,4,10223,0.0003912745769343,23482795.990331,94609556505.88104,0.0002482074418018,0.0022928478872824,9.23762748867548,0.05,0.05,0.05,0.0,0.02482074418018,0.039127457693430005,-0.4785288964455661,0.0,-0.0
2017,040302,Obtaining medical care for nonhh children,0,10223,0.0,0.0,94609556505.88104,0.0,0.0,,0.05,0.05,0.05,0.0,0.0,0.0,-0.4785288964455661,0.0,-0.0
2017,040303,Waiting associated with nonhh children's health,0,10223,0.0,0.0,94609556505.88104,0.0,0.0,,0.05,0.05,0.05,0.0,0.0,0.0,-0.4785288964455661,0.0,-0.0
2017,040399,"Activities related to nonhh child's health, n.e.c.*",1,10223,9.781864423359092e-05,3234131.737451,94609556505.88104,3.418398581384284e-05,0.0025637989360382,75.0,0.05,0.05,0.05,0.0,0.0034183985813842836,0.009781864423359092,-0.4785288964455661,0.0,-0.0
2017,040401,Physical care for nonhh adults,55,10223,0.0053800254328475,445690452.89634293,94609556505.88104,0.004710839680013,0.5203164924928156,110.4509021396738,0.05,0.05,0.05,0.0,0.47108396800130004,0.5380025432847501,-0.4785288964455661,0.0,-0.0
2017,040402,Looking after nonhh adult (as a primary activity),10,10223,0.0009781864423359,43993374.26504099,94609556505.88104,0.0004649992652941,0.0103461081216369,22.249730040093706,0.05,0.05,0.05,0.0,0.04649992652941,0.09781864423358999,-0.4785288964455661,0.0,-0.0
2017,040403,Providing medical care to nonhh adult,20,10223,0.0019563728846718,113971195.594077,94609556505.88104,0.001204647815752,0.0356817298634601,29.62005110280734,0.05,0.05,0.05,0.0,0.12046478157519999,0.19563728846717998,-0.4785288964455661,0.0,-0.0
2017,040404,Obtaining medical and care services for nonhh adult,9,10223,0.0008803677981023,113751684.37760402,94609556505.88104,0.0012023276355865,0.0905859775497536,75.34217368759468,0.05,0.05,0.05,0.0,0.12023276355865001,0.08803677981023,-0.4785288964455661,0.0,-0.0
2017,040405,Waiting associated with caring for nonhh adults,13,10223,0.0012716423750366,120202669.75281902,94609556505.88104,0.0012705129819031,0.115887652587519,91.21327702919564,0.05,0.05,0.05,0.0,0.12705129819031,0.12716423750366,-0.4785288964455661,0.0,-0.0
2017,040499,"Caring for nonhh adults, n.e.c.*",6,10223,0.0005869118654015,47596285.322179005,94609556505.88104,0.0005030811588174,0.0748363393565539,148.75599700945395,0.05,0.05,0.05,0.0,0.05030811588174,0.05869118654015,-0.4785288964455661,0.0,-0.0
2017,040501,"Housework, cooking, & shopping assistance for nonhh adults",84,10223,0.0082167661156216,619229887.3977028,94609556505.88104,0.00654510929199,0.5693817085459659,86.99346078800797,0.05,0.05,0.05,0.0,0.654510929199,0.82167661156216,-0.4785288964455661,0.0,-0.0
2017,040502,House & lawn maintenance & repair assistance for nonhh adults,63,10223,0.0061625745867162,490590360.59927094,94609556505.88104,0.0051854207832458,0.738466894323948,142.4121445862095,0.05,0.05,0.05,0.0,0.51854207832458,0.61625745867162,-0.4785288964455661,0.0,-0.0
2017,040503,Animal & pet care assistance for nonhh adults,34,10223,0.003325833903942,353478229.382015,94609556505.88104,0.0037361789066207,0.1040253978369376,27.84272392646894,0.05,0.05,0.05,0.0,0.37361789066207,0.3325833903942,-0.4785288964455661,0.0,-0.0
2017,040504,Vehicle & appliance maintenance/repair assistance for nonhh adults,28,10223,0.0027389220385405,232795964.283517,94609556505.88104,0.0024605967185677,0.1735039993307578,70.51297680009628,0.05,0.05,0.05,0.0,0.24605967185677,0.27389220385405,-0.4785288964455661,0.0,-0.0
2017,040505,Financial management assistance for nonhh adults,13,10223,0.0012716423750366,88694022.244596,94609556505.88104,0.0009374742417176,0.0462496602095412,49.33432637551845,0.05,0.05,0.05,0.0,0.09374742417176,0.12716423750366,-0.4785288964455661,0.0,-0.0
