year,activity_code,activity_text,positive_respondents,respondents_total,positive_share_unweighted,weighted_positive_population,weighted_total_population,positive_share_weighted,weighted_mean_minutes_all_respondents,weighted_mean_minutes_among_positive,automation_score,augmentation_score,ai_exposure_score
2003,020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",303,20720,0.014623552123552123,1164814984.796267,82231180900.71338,0.014165125345854809,1.037380491832098,73.23482613132472,0.05,0.05,0.05
2003,020899,"Appliances and tools, n.e.c.*",9,20720,0.00043436293436293434,45077579.761482,82231180900.71338,0.0005481811068225939,0.006009953935433677,10.963445949950733,0.05,0.05,0.05
2003,020901,Financial management,874,20720,0.04218146718146718,3541592950.75845,82231180900.71338,0.04306873514360202,2.0870172474056394,48.45782539113344,0.65,0.75,0.705
2003,020902,Household & personal organization and planning,2426,20720,0.11708494208494208,9178072473.22519,82231180900.71338,0.11161304474402321,5.670841541335786,50.808053434448176,0.6,0.65,0.628
2003,020903,HH & personal mail & messages (except e-mail),1638,20720,0.07905405405405405,6686325635.198118,82231180900.71338,0.08131131721519656,1.8344451804603654,22.560760829951473,0.6,0.65,0.628
2003,020904,HH & personal e-mail and messages,1000,20720,0.04826254826254826,4331510077.71471,82231180900.71338,0.052674788690492136,2.1717096556353472,41.22863536094913,0.6,0.65,0.628
2003,020905,Home security,306,20720,0.014768339768339769,1048411495.7183869,82231180900.71338,0.01274956147090053,0.14101800578525814,11.060616171553525,0.6,0.65,0.628
2003,020999,"Household management, n.e.c.*",11,20720,0.0005308880308880309,38128032.422428,82231180900.71338,0.0004636687933311344,0.022234434940071744,47.953270221903345,0.6,0.65,0.628
2003,029999,"Household activities, n.e.c.*",82,20720,0.003957528957528957,280975793.792803,82231180900.71338,0.0034169008728216553,0.35567563402759017,104.09305018376944,0.05,0.05,0.05
2003,030101,Physical care for hh children,3840,20720,0.18532818532818532,12321590000.125443,82231180900.71338,0.1498408494826632,10.44638730863007,69.71655155918435,0.05,0.05,0.05
2003,030102,Reading to/with hh children,690,20720,0.033301158301158304,2002964020.3708189,82231180900.71338,0.024357719279128612,0.7359043857480774,30.212368297497022,0.05,0.05,0.05
2003,030103,"Playing with hh children, not sports",1309,20720,0.06317567567567567,4179752091.865664,82231180900.71338,0.050829284537605414,5.0425662113444725,99.20592542698084,0.05,0.05,0.05
2003,030104,Arts and crafts with hh children,24,20720,0.0011583011583011582,61908588.236561,82231180900.71338,0.0007528602600430846,0.05070080369965911,67.34424220606041,0.05,0.05,0.05
2003,030105,Playing sports with hh children,92,20720,0.00444015444015444,266928206.73940197,82231180900.71338,0.0032460704542440337,0.21063458476563882,64.88909829121155,0.05,0.05,0.05
2003,030108,Organization & planning for hh children,247,20720,0.01192084942084942,802335019.011123,82231180900.71338,0.009757065509978131,0.1927150333347174,19.751331292962625,0.05,0.05,0.05
2003,030109,Looking after hh children (as a primary activity),572,20720,0.027606177606177607,1767392778.953835,82231180900.71338,0.02149297577384666,1.4806036122526032,68.88779049638389,0.05,0.05,0.05
2003,030110,Attending hh children's events,323,20720,0.015588803088803088,953196872.758914,82231180900.71338,0.011591671946312092,1.2426390931848932,107.2010231949534,0.05,0.05,0.05
2003,030111,Waiting for/with hh children,362,20720,0.01747104247104247,1349906858.2049038,82231180900.71338,0.016415997477098047,0.3594229332851054,21.8946752268046,0.05,0.05,0.05
2003,030112,Picking up/dropping off hh children,1917,20720,0.09251930501930503,7231784878.249084,82231180900.71338,0.08794455824464935,1.0884140944806207,12.376139197297531,0.05,0.05,0.05
2003,030186,Talking with/listening to hh children,860,20720,0.041505791505791506,2962866822.9756384,82231180900.71338,0.036030940946269865,1.3291912490755642,36.89027303110633,0.05,0.05,0.05
2003,030199,"Caring for & helping hh children, n.e.c.*",61,20720,0.002944015444015444,217833207.580838,82231180900.71338,0.0026490341643500372,0.263544069844129,99.4868519971662,0.05,0.05,0.05
2003,030201,Homework (hh children),697,20720,0.03363899613899614,2730253671.726456,82231180900.71338,0.03320217029380847,1.8554115610218416,55.882237353858706,0.65,0.8,0.733
2003,030202,Meetings and school conferences (hh children),68,20720,0.003281853281853282,254740494.234376,82231180900.71338,0.0030978576671779993,0.1758569599170752,56.767282041486595,0.35,0.8,0.598
2003,030203,Home schooling of hh children,22,20720,0.0010617760617760619,87535574.054984,82231180900.71338,0.0010645058613553803,0.203293029930602,190.97408225799666,0.35,0.8,0.598
2003,030204,Waiting associated with hh children's education,3,20720,0.00014478764478764478,9281110.620645,82231180900.71338,0.00011286607487555226,0.0024311006764443136,21.539693651302038,0.35,0.8,0.598
2003,030299,"Activities related to hh child's education, n.e.c.*",26,20720,0.0012548262548262548,99560404.47139502,82231180900.71338,0.0012107378658662957,0.027984097976535834,23.113259083966057,0.35,0.8,0.598
2003,030301,Providing medical care to hh children,148,20720,0.007142857142857143,402234107.54573,82231180900.71338,0.004891503480065437,0.2776435852925986,56.76037774972294,0.05,0.05,0.05
2003,030302,Obtaining medical care for hh children,68,20720,0.003281853281853282,264431545.55783603,82231180900.71338,0.0032157089641837067,0.18054439055469737,56.144505788796636,0.05,0.05,0.05
2003,030303,Waiting associated with hh children's health,64,20720,0.003088803088803089,250095844.867395,82231180900.71338,0.003041374842583896,0.18585577368061298,61.10913100166021,0.05,0.05,0.05
2003,030399,"Activities related to hh child's health, n.e.c.*",10,20720,0.00048262548262548264,34226627.989931,82231180900.71338,0.0004162244493515972,0.09284954423618694,223.0756611747095,0.05,0.05,0.05
2003,030401,Physical care for hh adults,279,20720,0.013465250965250966,1356211827.4242458,82231180900.71338,0.016492671181041987,0.7497762482054142,45.46117726928721,0.05,0.05,0.05
2003,030402,Looking after hh adult (as a primary activity),33,20720,0.0015926640926640927,156393781.188716,82231180900.71338,0.0019018793050965322,0.053738829040807096,28.255646347694768,0.05,0.05,0.05
2003,030403,Providing medical care to hh adult,78,20720,0.0037644787644787645,386824199.340127,82231180900.71338,0.004704106095803024,0.14980615397756664,31.84582807586394,0.05,0.05,0.05
2003,030404,Obtaining medical and care services for hh adult,20,20720,0.0009652509652509653,97598525.09483999,82231180900.71338,0.0011868797702501838,0.06622006492829023,55.793406028254765,0.05,0.05,0.05
2003,030405,Waiting associated with caring for household adults,50,20720,0.002413127413127413,288876395.547871,82231180900.71338,0.0035129788041918402,0.3560460437124749,101.35160601812488,0.05,0.05,0.05
2003,030499,"Caring for household adults, n.e.c.*",23,20720,0.00111003861003861,93009232.53196,82231180900.71338,0.0011310701307361757,0.19171266102680995,169.49670565699634,0.05,0.05,0.05
2003,030501,Helping hh adults,199,20720,0.009604247104247104,953238677.6524589,82231180900.71338,0.011592180328814776,0.5267966478925277,45.44413845797973,0.05,0.05,0.05
2003,030502,Organization & planning for hh adults,48,20720,0.0023166023166023165,203035881.591726,82231180900.71338,0.002469086292666443,0.09737460695026033,39.43750659483937,0.05,0.05,0.05
2003,030503,Picking up/dropping off hh adult,463,20720,0.022345559845559845,2372621828.951936,82231180900.71338,0.028853067692371576,0.25624779657796537,8.881128319180924,0.05,0.05,0.05
2003,030504,Waiting associated with helping hh adults,168,20720,0.008108108108108109,773144278.014503,82231180900.71338,0.009402081662283361,0.2595089762107966,27.60122550858307,0.05,0.05,0.05
2003,030599,"Helping household adults, n.e.c.*",21,20720,0.0010135135135135136,91094520.08653402,82231180900.71338,0.0011077856244886268,0.0733565410874351,66.21907656663964,0.05,0.05,0.05
2003,039999,"Caring for & helping hh members, n.e.c.*",12,20720,0.0005791505791505791,36148645.261626005,82231180900.71338,0.00043959778840184946,0.023171894045020625,52.71158012250622,0.05,0.05,0.05
2003,040101,Physical care for nonhh children,239,20720,0.011534749034749034,907632391.214106,82231180900.71338,0.011037569706191974,0.8288814749567743,75.09637510980154,0.05,0.05,0.05
2003,040102,Reading to/with nonhh children,24,20720,0.0011583011583011582,92848938.596748,82231180900.71338,0.0011291208222931224,0.05400299777270194,47.82747488707868,0.05,0.05,0.05
2003,040103,"Playing with nonhh children, not sports",253,20720,0.01221042471042471,959814336.8161309,82231180900.71338,0.01167214584909122,1.284015227460662,110.00678401912138,0.05,0.05,0.05
2003,040104,Arts and crafts with nonhh children,5,20720,0.00024131274131274132,22358105.787589997,82231180900.71338,0.00027189328357798195,0.01989841374462707,73.1846461331215,0.05,0.05,0.05
2003,040105,Playing sports with nonhh children,8,20720,0.0003861003861003861,23672211.30132,82231180900.71338,0.00028787390673498935,0.02279999720067239,79.20133317835432,0.05,0.05,0.05
2003,040108,Organization & planning for nonhh children,22,20720,0.0010617760617760619,71185241.74446699,82231180900.71338,0.000865672132696436,0.06173619957849416,71.31591424364714,0.05,0.05,0.05
2003,040109,Looking after nonhh children (as primary activity),162,20720,0.00781853281853282,715555846.395026,82231180900.71338,0.008701758123344892,1.4309513620016163,164.4439366985725,0.05,0.05,0.05
2003,040110,Attending nonhh children's events,59,20720,0.0028474903474903475,204344792.270012,82231180900.71338,0.0024850037422755682,0.26459508693247463,106.47673580168518,0.05,0.05,0.05
2003,040111,Waiting for/with nonhh children,55,20720,0.0026544401544401543,247782971.362155,82231180900.71338,0.003013248364526471,0.07315528221961325,24.277880005125137,0.05,0.05,0.05
2003,040112,Dropping off/picking up nonhh children,576,20720,0.027799227799227798,2337776897.190287,82231180900.71338,0.028429324151539776,0.281573007005709,9.904315892450034,0.05,0.05,0.05
2003,040186,Talking with/listening to nonhh children,121,20720,0.00583976833976834,470364706.79101896,82231180900.71338,0.005720028602762513,0.37963273232436706,66.3690269207783,0.05,0.05,0.05
2003,040199,"Caring for and helping nonhh children, n.e.c.*",31,20720,0.001496138996138996,146482141.72275504,82231180900.71338,0.0017813454716115388,0.2513859015731796,141.1213633623561,0.05,0.05,0.05
2003,040201,Homework (nonhh children),33,20720,0.0015926640926640927,140901314.36422798,82231180900.71338,0.0017134779389141135,0.09043177579201056,52.77673773221738,0.05,0.05,0.05
2003,040202,Meetings and school conferences (nonhh children),3,20720,0.00014478764478764478,15884082.506978,82231180900.71338,0.00019316374072453823,0.004447616766614162,23.02511201083385,0.05,0.05,0.05
2003,040203,Home schooling of nonhh children,2,20720,9.652509652509652e-05,9740309.443469,82231180900.71338,0.0001184503169816998,0.012826091502347075,108.28245824220684,0.05,0.05,0.05
2003,040204,Waiting associated with nonhh children's education,0,20720,0.0,0.0,82231180900.71338,0.0,0.0,,0.05,0.05,0.05
2003,040299,"Activities related to nonhh child's educ., n.e.c.*",0,20720,0.0,0.0,82231180900.71338,0.0,0.0,,0.05,0.05,0.05
2003,040301,Providing medical care to nonhh children,8,20720,0.0003861003861003861,34515621.366998,82231180900.71338,0.0004197388507489933,0.02692724570049812,64.15237868128818,0.05,0.05,0.05
2003,040302,Obtaining medical care for nonhh children,2,20720,9.652509652509652e-05,8495102.501945999,82231180900.71338,0.00010330755814151638,0.003483889710213314,33.72347360529895,0.05,0.05,0.05
2003,040303,Waiting associated with nonhh children's health,9,20720,0.00043436293436293434,44906453.020794004,82231180900.71338,0.0005461000623962148,0.03047515440650122,55.80507402394402,0.05,0.05,0.05
2003,040399,"Activities related to nonhh child's health, n.e.c.*",7,20720,0.00033783783783783786,25626658.868717,82231180900.71338,0.00031164162533016334,0.026243042732078125,84.20904205038525,0.05,0.05,0.05
2003,040401,Physical care for nonhh adults,95,20720,0.004584942084942085,360319873.004563,82231180900.71338,0.00438179129933226,0.26112395579746406,59.59296962346351,0.05,0.05,0.05
2003,040402,Looking after nonhh adult (as a primary activity),37,20720,0.0017857142857142857,169444521.03698203,82231180900.71338,0.0020605872271440536,0.15051489474855526,73.04466065101593,0.05,0.05,0.05
2003,040403,Providing medical care to nonhh adult,30,20720,0.0014478764478764478,111213574.30497302,82231180900.71338,0.0013524501665524325,0.11099556741113051,82.06998686988396,0.05,0.05,0.05
2003,040404,Obtaining medical and care services for nonhh adult,19,20720,0.000916988416988417,92866205.093902,82231180900.71338,0.0011293307973532503,0.05466300947155573,48.40300964045821,0.05,0.05,0.05
2003,040405,Waiting associated with caring for nonhh adults,41,20720,0.0019787644787644786,195741134.462528,82231180900.71338,0.002380376060741089,0.2549738313123898,107.11493680246815,0.05,0.05,0.05
2003,040499,"Caring for nonhh adults, n.e.c.*",190,20720,0.00916988416988417,639127635.891571,82231180900.71338,0.007772327101361455,0.8473574526539306,109.02236120575799,0.05,0.05,0.05
2003,040501,"Housework, cooking, & shopping assistance for nonhh adults",227,20720,0.010955598455598455,835566081.714931,82231180900.71338,0.010161183052007979,0.6509585814233648,64.06326685500731,0.05,0.05,0.05
2003,040502,House & lawn maintenance & repair assistance for nonhh adults,188,20720,0.009073359073359074,719567319.561352,82231180900.71338,0.008750540995272385,1.2266862615161063,140.18404829813863,0.05,0.05,0.05
2003,040503,Animal & pet care assistance for nonhh adults,60,20720,0.0028957528957528956,194657295.82710996,82231180900.71338,0.002367195675593432,0.11005146844065943,46.49022874421677,0.05,0.05,0.05
2003,040504,Vehicle & appliance maintenance/repair assistance for nonhh adults,103,20720,0.004971042471042471,383366510.369098,82231180900.71338,0.004662057703293572,0.3964731313241657,85.04251910997843,0.05,0.05,0.05
2003,040505,Financial management assistance for nonhh adults,31,20720,0.001496138996138996,111905679.700431,82231180900.71338,0.0013608667475607198,0.06438130588930391,47.30904477216738,0.05,0.05,0.05
2003,040506,Household management & paperwork assistance for nonhh adults,181,20720,0.008735521235521236,703105363.6877861,82231180900.71338,0.008550349830640538,0.7641769390284091,89.37376296463906,0.05,0.05,0.05
2003,040507,Picking up/dropping off nonhh adult,1198,20720,0.05781853281853282,4968014496.559497,82231180900.71338,0.06041521527652533,0.6253312676184277,10.350559288024316,0.05,0.05,0.05
2003,040508,Waiting associated with helping nonhh adults,157,20720,0.0075772200772200775,689250633.45929,82231180900.71338,0.008381864712504824,0.2728782452525352,32.55579213124626,0.05,0.05,0.05
2003,040599,"Helping nonhh adults, n.e.c.*",111,20720,0.005357142857142857,440690761.95580393,82231180900.71338,0.005359168591873898,0.468743664809116,87.46574338412707,0.05,0.05,0.05
2003,049999,"Caring for & helping nonhh members, n.e.c.*",15,20720,0.0007239382239382239,46492035.390334,82231180900.71338,0.0005653820713880891,0.04404739512259348,77.90730791029718,0.05,0.05,0.05
2003,050101,"Work, main job",7438,20720,0.358976833976834,35532389029.45491,82231180900.71338,0.43210359671663984,194.38022613644176,449.84635076738385,0.05,0.05,0.05
2003,050102,"Work, other job(s)",461,20720,0.02224903474903475,1972421989.5271459,82231180900.71338,0.023986302615654573,5.409753511372764,225.5351146884184,0.05,0.05,0.05
2003,050103,Security procedures related to work,10,20720,0.00048262548262548264,37177062.307358,82231180900.71338,0.0004521042006224609,0.005723951036661503,12.660689789612038,0.05,0.05,0.05
2003,050189,"Working, n.e.c.*",6,20720,0.00028957528957528956,35552626.076205,82231180900.71338,0.0004323496961466666,0.011146563713327463,25.781361274615534,0.05,0.05,0.05
2003,050201,"Socializing, relaxing, and leisure as part of job",27,20720,0.0013030888030888031,112332038.86385599,82231180900.71338,0.0013660516319166892,0.10201732109057594,74.68042840184363,0.05,0.05,0.05
2003,050202,Eating and drinking as part of job,112,20720,0.005405405405405406,566249114.5792341,82231180900.71338,0.006886063271582201,0.31149218092665976,45.235161026205425,0.05,0.05,0.05
2003,050203,Sports and exercise as part of job,13,20720,0.0006274131274131274,67271311.38996,82231180900.71338,0.0008180754630191186,0.05179879767640091,63.31787227212113,0.05,0.05,0.05
2003,050204,Security procedures as part of job,6,20720,0.00028957528957528956,33005559.751401,82231180900.71338,0.00040137523734764543,0.009627646249695861,23.986647291240374,0.05,0.05,0.05
2003,050289,"Work-related activities, n.e.c.*",148,20720,0.007142857142857143,713873762.268297,82231180900.71338,0.008681302572198667,0.2971807127004215,34.232272199810694,0.05,0.05,0.05
2003,050301,"Income-generating hobbies, crafts, and food",21,20720,0.0010135135135135136,97840252.76773,82231180900.71338,0.0011898193811160653,0.15344282306393212,128.96312289013218,0.05,0.05,0.05
2003,050302,Income-generating performances,9,20720,0.00043436293436293434,47464904.992547005,82231180900.71338,0.0005772129801936875,0.06500443073318521,112.61775629399837,0.05,0.05,0.05
2003,050303,Income-generating services,98,20720,0.00472972972972973,474223247.769778,82231180900.71338,0.00576695169126124,0.9779710892360479,169.58198049725024,0.05,0.05,0.05
2003,050304,Income-generating rental property activities,14,20720,0.0006756756756756757,57973459.008039996,82231180900.71338,0.0007050057943110124,0.1938198189199587,274.9194694341126,0.05,0.05,0.05
2003,050389,"Other income-generating activities, n.e.c.*",68,20720,0.003281853281853282,253276410.401789,82231180900.71338,0.0030800531821085857,0.457632347730023,148.57936557339917,0.05,0.05,0.05
2003,050403,Job interviewing,20,20720,0.0009652509652509653,136274150.262406,82231180900.71338,0.0016572077497822213,0.08429714752540475,50.86697641649485,0.05,0.05,0.05
2003,050404,Waiting associated with job search or interview,11,20720,0.0005308880308880309,67876304.32187101,82231180900.71338,0.0008254326835440371,0.0472024994135434,57.185159195389595,0.05,0.05,0.05
2003,050405,Security procedures rel. to job search/interviewing,0,20720,0.0,0.0,82231180900.71338,0.0,0.0,,0.05,0.05,0.05
2003,050481,Job search activities,193,20720,0.009314671814671814,999714471.503881,82231180900.71338,0.012157364889493009,1.435510095900682,118.07740484464031,0.05,0.05,0.05
2003,050499,"Job search and Interviewing, n.e.c.*",13,20720,0.0006274131274131274,64557294.03611999,82231180900.71338,0.0007850707399431246,0.056546522685855534,72.02729615162083,0.05,0.05,0.05
2003,059999,"Work and work-related activities, n.e.c.*",7,20720,0.00033783783783783786,25079482.988592003,82231180900.71338,0.00030498750855679894,0.009142942945377836,29.97808988519644,0.05,0.05,0.05
2003,060101,"Taking class for degree, certification, or licensure",575,20720,0.02775096525096525,4194413396.8447475,82231180900.71338,0.051007578279936384,16.07667292117399,315.18204673319457,0.45,0.6,0.532
2003,060102,Taking class for personal interest,63,20720,0.0030405405405405407,330554614.5184271,82231180900.71338,0.004019820838004765,0.5312266380249008,132.15181955436967,0.2,0.55,0.393
2003,060103,Waiting associated with taking classes,48,20720,0.0023166023166023165,337671251.930637,82231180900.71338,0.004106365106666097,0.10236925803817298,24.92940967961936,0.2,0.55,0.393
2003,060104,Security procedures rel. to taking classes,1,20720,4.826254826254826e-05,6769103.199064,82231180900.71338,8.231796168946025e-05,0.0012347694253419038,15.0,0.2,0.55,0.393
2003,060199,"Taking class, n.e.c.*",24,20720,0.0011583011583011582,159593343.37226,82231180900.71338,0.0019407886597780268,0.4008003412034795,206.51416071717983,0.2,0.55,0.393
2003,060201,Extracurricular club activities,5,20720,0.00024131274131274132,32398391.295902997,82231180900.71338,0.0003939915606346586,0.04470529914817954,113.46765670860135,0.05,0.05,0.05
2003,060202,Extracurricular music & performance activities,31,20720,0.001496138996138996,179457046.912378,82231180900.71338,0.0021823479238253425,0.35843903773173186,164.24468061143966,0.05,0.05,0.05
2003,060203,Extracurricular student government activities,1,20720,4.826254826254826e-05,6778987.087044,82231180900.71338,8.243815804164367e-05,0.00247314474124931,30.0,0.05,0.05,0.05
2003,060289,"Education-related extracurricular activities, n.e.c.*",5,20720,0.00024131274131274132,34265810.201129,82231180900.71338,0.0004167009378413503,0.06166121382069257,147.97474212589538,0.05,0.05,0.05
2003,060301,"Research/homework for class for degree, certification, or licensure",741,20720,0.03576254826254826,3963464716.8462076,82231180900.71338,0.04819904899130329,7.427769368470041,154.10613951761283,0.35,0.8,0.598
2003,060302,Research/homework for class for pers. interest,51,20720,0.0024613899613899616,198953424.268608,82231180900.71338,0.0024194401939676147,0.2682106788555951,110.85650289034803,0.35,0.8,0.598
2003,060303,Waiting associated with research/homework,0,20720,0.0,0.0,82231180900.71338,0.0,0.0,,0.35,0.8,0.598
2003,060399,Research/homework n.e.c.*,56,20720,0.002702702702702703,322298141.46071,82231180900.71338,0.003919415213674914,0.3510313422328278,89.56217269557786,0.35,0.8,0.598
2003,060401,"Administrative activities: class for degree, certification, or licensure",17,20720,0.0008204633204633205,118445261.003252,82231180900.71338,0.0014403935308464535,0.09403480597741787,65.2841074078956,0.05,0.05,0.05
2003,060402,Administrative activities: class for personal interest,3,20720,0.00014478764478764478,28190647.297771998,82231180900.71338,0.0003428218710833014,0.009776476442509239,28.51765673997409,0.05,0.05,0.05
2003,060403,Waiting associated w/admin. activities (education),1,20720,4.826254826254826e-05,2986568.992385,82231180900.71338,3.631917916867822e-05,0.00163436306259052,45.0,0.05,0.05,0.05
2003,060499,"Administrative for education, n.e.c.*",9,20720,0.00043436293436293434,67394818.963117,82231180900.71338,0.0008195774185036949,0.06447594985311955,78.66974906511395,0.05,0.05,0.05
2003,069999,"Education, n.e.c.*",38,20720,0.001833976833976834,212515503.13301,82231180900.71338,0.0025843664265213827,0.17609652329026676,68.13914678782481,0.05,0.05,0.05
2003,070101,Grocery shopping,3419,20720,0.16500965250965252,12172093588.06768,82231180900.71338,0.14802284796036638,6.323327961043918,42.71859411012691,0.25,0.35,0.305
2003,070102,Purchasing gas,981,20720,0.04734555984555985,3796766528.389927,82231180900.71338,0.04617185946744672,0.44540736360568384,9.646727871545144,0.25,0.35,0.305
2003,070103,Purchasing food (not groceries),2272,20720,0.10965250965250965,8982448435.75181,82231180900.71338,0.1092340926806985,1.090390485668881,9.982144392009506,0.25,0.35,0.305
2003,070104,"Shopping, except groceries, food and gas",5309,20720,0.2562258687258687,19601285497.67608,82231180900.71338,0.23836804096663572,16.04575989751996,67.31506385021589,0.25,0.35,0.305
