activity_code,activity_text,year,weighted_mean_minutes,sample_n_positive_minutes,weighted_engaged_population,respondents_total,automation_score,automation_score_z,augmentation_score,ai_exposure_score,post_2023plus,automation_x_post,automation_z_x_post
120599,"Waiting associated with socializing, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
129999,"Socializing, relaxing, and leisure, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130101,Doing aerobics,2018,0.14233650836488987,28,279425178.90610003,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130102,Playing baseball,2018,0.09719446486528785,5,80876983.59334199,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130103,Playing basketball,2018,0.6191119261754429,31,454557129.47616404,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130104,Biking,2018,0.755176923813608,112,1100523149.612389,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130105,Playing billiards,2018,0.1749044348292686,15,170329322.081507,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130106,Boating,2018,0.1002076872270401,11,78178312.908529,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130107,Bowling,2018,0.19515613363940618,16,150596982.255413,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130108,"Climbing, spelunking, caving",2018,0.17845337546894396,5,52753152.24888799,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130109,Dancing,2018,0.179037320078724,21,178723923.30653197,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130110,Participating in equestrian sports,2018,0.041987957632825076,5,27957056.803657,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130111,Fencing,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130112,Fishing,2018,0.6098921468278398,28,207802462.81812298,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130113,Playing football,2018,0.16700297369263195,9,131172162.419036,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130114,Golfing,2018,0.8559595056826537,42,405317609.34914494,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130115,Doing gymnastics,2018,0.02135269738081663,1,6803808.661468,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130116,Hiking,2018,0.48706060636715737,46,407351150.6326411,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130117,Playing hockey,2018,0.07760857679165976,5,38981542.272507995,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130118,Hunting,2018,0.39736721933185487,16,153778266.045191,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130119,Participating in martial arts,2018,0.11128123603483993,12,95645105.368194,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130120,Playing racquet sports,2018,0.3562259874376419,14,238754829.37330103,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130121,Participating in rodeo competitions,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130122,Rollerblading,2018,0.10626660770327608,4,78047150.64186801,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130123,Playing rugby,2018,0.0695354680550093,1,14294666.606775,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130124,Running,2018,0.7489774573888925,149,1553364859.8929691,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130125,"Skiing, ice skating, snowboarding",2018,0.1314293452044214,13,71418252.32326901,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130126,Playing soccer,2018,0.26058095907352563,17,264766756.183453,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130127,Softball,2018,0.027505089761931296,3,19257545.288778,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130128,Using cardiovascular equipment,2018,0.3202325214021903,73,807969489.895543,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130129,Vehicle touring/racing,2018,0.20222567039142694,16,118736167.440742,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130130,Playing volleyball,2018,0.08249649357988545,6,67095536.139273,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130131,Walking,2018,3.6269816686130962,697,6745767977.439567,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130132,Participating in water sports,2018,1.7020837048982638,140,1312276687.16462,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130133,Weightlifting/strength training,2018,1.4088005977581577,198,2557854404.353704,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130134,"Working out, unspecified",2018,1.797673833782467,308,3403962843.2110453,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130135,Wrestling,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130136,Doing yoga,2018,0.33898592139077294,78,714322146.299885,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130199,Playing sports n.e.c.*,2018,0.8698020281745301,96,935854197.1521001,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130201,Watching aerobics,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130202,Watching baseball,2018,0.18773895301721147,12,110914113.00672,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130203,Watching basketball,2018,0.294005619736508,16,227001588.21350598,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130204,Watching biking,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130205,Watching billiards,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130206,Watching boating,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130207,Watching bowling,2018,0.014498425762690158,1,7699613.856941,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130208,"Watching climbing, spelunking, caving",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130209,Watching dancing,2018,0.01689229566503691,3,18747773.291954,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130210,Watching equestrian sports,2018,0.02834254940882362,3,17326111.725824002,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130211,Watching fencing,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130212,Watching fishing,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130213,Watching football,2018,0.21635139440653528,15,113657536.98901999,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130214,Watching golfing,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130215,Watching gymnastics,2018,0.006886235600551583,1,3657042.214101,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130216,Watching hockey,2018,0.015820988840432263,1,10082377.789162,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130217,Watching martial arts,2018,0.008376282110818556,2,20214364.524097,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130218,Watching racquet sports,2018,0.051561480834811185,3,36708187.838332,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130219,Watching rodeo competitions,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130220,Watching rollerblading,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130221,Watching rugby,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130222,Watching running,2018,0.06618422592664838,5,49861507.429137,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130223,"Watching skiing, ice skating, snowboarding",2018,0.004526465732063193,2,14423098.967027001,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130224,Watching soccer,2018,0.0796749563554867,10,66309225.95706,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130225,Watching softball,2018,0.20526318243269892,5,42307769.147675,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130226,Watching vehicle touring/racing,2018,0.09056892102150205,3,33608333.156672,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130227,Watching volleyball,2018,0.022768913759930856,1,24183569.549268,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130228,Watching walking,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130229,Watching water sports,2018,0.02048880844498388,3,21047573.416021,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130230,Watching weightlifting/strength training,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130231,"Watching people working out, unspecified",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130232,Watching wrestling,2018,0.022705802474291267,3,16120533.122265,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130299,"Attending sporting events, n.e.c.*",2018,0.07363329375105188,8,73461457.617655,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130301,Waiting related to playing sports or exercising,2018,0.034699049694980055,14,129989017.74786401,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130302,Waiting related to attending sporting events,2018,0.0018058511849261799,1,11508303.343784,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130399,"Waiting associated with sports, exercise, & recreation, n.e.c.*",2018,0.00031979949599532967,1,3821275.847462,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130401,Security related to playing sports or exercising,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130402,Security related to attending sporting events,2018,0.0006019503949753933,1,11508303.343784,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
130499,"Security related to sports, exercise, & recreation, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
139999,"Sports, exercise, & recreation, n.e.c.*",2018,0.02495698785458836,4,21439712.352688,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
140101,Attending religious services,2018,4.6185280427398245,703,4116383812.941945,9593,0.45,2.222290266785846,0.6,0.532,0.0,0.0,0.0
140102,Participation in religious practices,2018,2.9846782142938806,615,5715442183.024931,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
140103,Waiting associated w/religious & spiritual activities,2018,0.0626470645885543,26,224695616.553577,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
140104,Security procedures rel. to religious & spiritual activities,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
140105,Religious education activities,2018,0.6756024305171607,130,894963253.424511,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
149999,"Religious and spiritual activities, n.e.c.*",2018,0.07107296956153329,8,49792857.790657,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150101,Computer use,2018,0.670227756111945,77,711576190.6387088,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150102,Organizing and preparing,2018,0.38958635853981993,67,502008987.7116029,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150103,Reading,2018,0.0856598072319337,19,113182345.64382398,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150104,Telephone calls (except hotline counseling),2018,0.16227996418951152,37,365632934.34724206,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150105,Writing,2018,0.06290707045530397,8,58843714.965631,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150106,Fundraising,2018,0.10317586516993282,14,109181608.72261699,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150199,"Administrative & support activities, n.e.c.*",2018,0.20773870678774953,31,237850548.778785,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150201,"Food preparation, presentation, clean-up",2018,0.5145719618436918,58,421755047.27709395,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150202,Collecting & delivering clothing & other goods,2018,0.14481965514770698,18,136945153.742764,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150203,Providing care,2018,0.459976288866338,43,325075297.258333,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150204,"Teaching, leading, counseling, mentoring",2018,1.1005908145851686,76,716304617.0621871,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150299,"Social service & care activities, n.e.c.*",2018,0.4041950609411787,33,245902896.82761502,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150301,"Building houses, wildlife sites, & other structures",2018,0.041489080542373165,1,33050129.51246,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150302,"Indoor & outdoor maintenance, repair, & clean-up",2018,0.30380598264150765,32,256991452.62074098,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150399,"Indoor & outdoor maintenance, building & clean-up activities, n.e.c.*",2018,0.003419726718332085,2,6046644.614382001,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150401,Performing,2018,0.22994699025878695,33,246197317.154436,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150402,Serving at volunteer events & cultural activities,2018,0.3384278179792568,32,249480594.833988,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150499,"Participating in performance & cultural activities, n.e.c.*",2018,0.01770245646497623,4,15127951.083153002,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150501,"Attending meetings, conferences, & training",2018,0.8000994434049257,69,667918928.680323,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150599,"Attending meetings, conferences, & training, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150601,Public health activities,2018,0.006357901419716194,1,12155263.752416,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150602,Public safety activities,2018,0.030956911215050474,3,41669888.66595,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
150699,"Public health & safety activities, n.e.c.*",2018,0.003980524213532819,1,15220217.645504,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
159989,"Volunteer activities, n.e.c.*",2018,1.3610424655983668,150,1196014540.729249,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
160101,Telephone calls to/from family members,2018,2.2567466670582843,705,5996270380.682941,9593,0.6,3.2266318658610293,0.65,0.628,0.0,0.0,0.0
160102,"Telephone calls to/from friends, neighbors, or acquaintances",2018,2.1623366268039987,421,3988724339.8594284,9593,0.6,3.2266318658610293,0.65,0.628,0.0,0.0,0.0
160103,Telephone calls to/from education services providers,2018,0.007813927727190209,5,55780269.900862,9593,0.6,3.2266318658610293,0.65,0.628,0.0,0.0,0.0
160104,Telephone calls to/from salespeople,2018,0.03837485954362467,14,146391653.97487095,9593,0.6,3.2266318658610293,0.65,0.628,0.0,0.0,0.0
160105,Telephone calls to/from professional or personal care svcs providers,2018,0.13372488805558685,40,477788313.36277604,9593,0.6,3.2266318658610293,0.65,0.628,0.0,0.0,0.0
160106,Telephone calls to/from household services providers,2018,0.047653352652281586,19,185197533.38138896,9593,0.6,3.2266318658610293,0.65,0.628,0.0,0.0,0.0
160107,Telephone calls to/from paid child or adult care providers,2018,0.002220650862564671,1,14151732.966897,9593,0.6,3.2266318658610293,0.65,0.628,0.0,0.0,0.0
160108,Telephone calls to/from government officials,2018,0.017396823726684166,4,33350705.196464,9593,0.6,3.2266318658610293,0.65,0.628,0.0,0.0,0.0
169989,"Telephone calls, n.e.c.*",2018,1.3532342986452663,318,2821582489.902448,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180101,Travel related to personal care,2018,1.1444066126636199,207,2639118061.408576,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180199,"Travel related to personal care, n.e.c.*",2018,0.0001810014372898362,1,3460450.335077,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180280,Travel related to household activities,2018,2.6694588043224914,859,8543151503.947611,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180381,Travel related to caring for and helping hh children,2018,3.5351827485850746,994,9483316229.528934,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180382,Travel related to caring for and helping hh adults,2018,1.3214472039997684,231,3159460039.734906,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180399,"Travel rel. to caring for & helping hh members, n.e.c.*",2018,0.001943219794562012,2,14276316.429164,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180481,Travel related to caring for and helping nonhh children,2018,1.0504770759718456,280,2865042976.956211,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180482,Travel related to caring for and helping nonhh adults,2018,2.1181395380655266,586,5601026062.61248,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180499,"Travel rel. to caring for & helping nonhh members, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180501,Travel related to working,2018,16.723431242513268,2523,33071122494.260902,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180502,Travel related to work-related activities,2018,0.03936277682927771,8,77210480.457254,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180589,"Travel related to work, n.e.c.*",2018,0.2314790559228187,41,630753591.360704,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180601,Travel related to taking class,2018,1.3344524033777045,166,3782554377.942276,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180682,Travel related to education (except taking class),2018,0.21083021919648795,50,1080452467.05493,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180699,"Travel related to education, n.e.c.*",2018,0.031538175374257384,2,112825349.687735,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180701,Travel related to grocery shopping,2018,3.4642933298446437,1490,12841891547.322872,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180782,Travel related to shopping (except grocery shopping),2018,10.291506385282522,2861,28608708835.503815,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180801,Travel related to using childcare services,2018,0.007071697692723614,6,52118527.019719,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180802,Travel related to using financial services and banking,2018,0.3292763387360017,157,1574648873.2134352,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180803,Travel related to using legal services,2018,0.049861000579763864,5,102201205.687292,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180804,Travel related to using medical services,2018,1.3565580523218475,263,3523357705.309414,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180805,Travel related to using personal care services,2018,0.3183879007373083,113,1254327095.024737,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180806,Travel related to using real estate services,2018,0.06975372454824996,16,132487181.716133,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180807,Travel related to using veterinary services,2018,0.07968592332694185,19,202122535.944886,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180899,"Travel rel. to using prof. & personal care services, n.e.c.*",2018,0.007256566026516661,4,29549164.104864996,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180901,Travel related to using household services,2018,0.03554186719026996,26,308683124.26539797,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180902,Travel related to using home main./repair/décor./construction svcs,2018,0.03200253414110998,9,133814679.53885701,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180903,Travel related to using pet services (not vet),2018,0.04294042523805159,10,108745994.814676,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180904,Travel related to using lawn and garden services,2018,0.0006323239220695983,1,4029665.106101,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180905,Travel related to using vehicle maintenance & repair services,2018,0.30782085305677415,88,1032211506.584856,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
180999,"Travel related to using household services, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181002,Travel related to civic obligations & participation,2018,0.05424766876532245,17,191685618.576473,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181081,Travel related to using government services,2018,0.059886038419849255,25,338988661.883444,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181099,"Travel rel. to govt svcs & civic obligations, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181101,Travel related to eating and drinking,2018,6.82031845960641,2204,21793826091.466194,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181199,"Travel related to eating and drinking, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181201,Travel related to socializing and communicating,2018,4.57665660636134,1526,13538282049.880547,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181202,Travel related to attending or hosting social events,2018,0.6237960342803222,200,1585662810.142669,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181204,Travel related to arts and entertainment,2018,1.2098519112150827,308,2476886882.4021416,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181283,Travel related to relaxing and leisure,2018,2.3571261245593096,724,7399691029.292414,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181299,"Travel rel. to socializing, relaxing, & leisure, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181301,Travel related to participating in sports/exercise/recreation,2018,2.4427046432623407,779,8444840284.636726,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181302,Travel related to attending sporting/recreational events,2018,0.37369320540457046,83,772108633.6339301,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181399,"Travel related to sports, exercise, & recreation, n.e.c.*",2018,0.005450155448479612,4,18785163.812659,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181401,Travel related to religious/spiritual practices,2018,1.1836252749860472,668,4376325379.286604,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181499,"Travel rel. to religious/spiritual activities, n.e.c.*",2018,0.0025377842620573007,2,24259134.434184,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181501,Travel related to volunteering,2018,0.9310154553558002,368,3075147842.903558,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181599,"Travel related to volunteer activities, n.e.c.*",2018,0.044913736129971,27,172807292.623965,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181601,Travel related to phone calls,2018,0.19299379342127657,54,634767115.5269779,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181699,"Travel rel. to phone calls, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181801,Security procedures related to traveling,2018,0.14004146973172835,28,241518735.14506403,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
181899,"Security procedures related to traveling, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
189999,"Traveling, n.e.c.*",2018,3.436843562716473,519,5270167851.70263,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
500101,Insufficient detail in verbatim,2018,6.250836965219616,1038,10436341937.05606,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
500103,Missing travel or destination,2018,1.0419299565378903,311,3043057000.019082,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
500104,Recorded simultaneous activities incorrectly,2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
500105,Respondent refused to provide information/none of your business,2018,0.1677426961277972,33,218150538.41950202,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
500106,Gap/can't remember,2018,4.51602135926612,677,6241389014.039513,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
500107,Unable to code activity at 1st tier,2018,0.06535308858637134,51,592549372.790145,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
509989,"Data codes, n.e.c.*",2018,0.0,0,0.0,9593,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010101,Sleeping,2019,524.8416098762139,9422,96054186835.0102,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010102,Sleeplessness,2019,5.591083610239196,738,7541356701.363461,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010199,"Sleeping, n.e.c.*",2019,0.0,0,0.0,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010201,"Washing, dressing and grooming oneself",2019,40.91131503508024,7384,77529116966.80737,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010299,"Grooming, n.e.c.*",2019,0.016323633737609176,4,24367938.532865,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010301,Health-related self care,2019,4.354232953666414,730,6437703135.771919,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010399,"Self care, n.e.c.*",2019,0.21556842532494444,16,114310992.60776502,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010401,Personal/Private activities,2019,0.3744104733257668,53,507647070.425353,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010499,"Personal activities, n.e.c.*",2019,0.011369971440043328,2,9252560.670123,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010501,Personal emergencies,2019,0.0002254748121216243,1,4334855.326303,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
010599,"Personal care emergencies, n.e.c.*",2019,0.0,0,0.0,9435,0.05,-0.45595399741464243,0.05,0.05,0.0,0.0,-0.0
